Player ID,Turn Number,Coins,Total Cards,Total Landmarks,Dice Roll,Action,Purchase,Income
2,43,0,2,0,6,Rolled Dice,N/A,0
2,43,0,2,0,6,skip,N/A,0
2,44,0,2,0,4,Rolled Dice,N/A,0
2,44,0,2,0,4,skip,N/A,0
2,45,0,2,0,3,Rolled Dice,N/A,0
2,45,0,2,0,3,skip,N/A,0
2,46,0,2,0,3,Rolled Dice,N/A,0
2,46,0,2,0,3,skip,N/A,0
2,47,0,2,0,2,Rolled Dice,N/A,1
2,47,0,2,0,2,skip,N/A,0
2,48,0,2,0,1,Rolled Dice,N/A,1
2,48,0,2,0,1,skip,N/A,0
2,49,0,2,0,5,Rolled Dice,N/A,0
2,49,0,2,0,5,skip,N/A,0
2,50,0,2,0,5,Rolled Dice,N/A,0
2,50,0,2,0,5,skip,N/A,0
2,51,0,2,0,5,Rolled Dice,N/A,0
2,51,0,2,0,5,skip,N/A,0
2,52,0,2,0,5,Rolled Dice,N/A,0
2,52,0,2,0,5,skip,N/A,0
2,53,0,2,0,3,Rolled Dice,N/A,0
2,53,0,2,0,3,skip,N/A,0
2,54,0,2,0,6,Rolled Dice,N/A,0
2,54,0,2,0,6,skip,N/A,0
2,55,0,2,0,7,Rolled Dice,N/A,0
2,55,0,2,0,7,skip,N/A,0
2,56,0,2,0,5,Rolled Dice,N/A,0
2,56,0,2,0,5,skip,N/A,0
2,57,0,2,0,6,Rolled Dice,N/A,0
2,57,0,2,0,6,skip,N/A,0
2,58,0,2,0,3,Rolled Dice,N/A,0
2,58,0,2,0,3,skip,N/A,0
2,59,0,2,0,9,Rolled Dice,N/A,0
2,59,0,2,0,9,skip,N/A,0
2,60,0,2,0,5,Rolled Dice,N/A,0
2,60,0,2,0,5,skip,N/A,0
2,61,0,2,0,7,Rolled Dice,N/A,0
2,61,0,2,0,7,skip,N/A,0
2,62,0,2,0,7,Rolled Dice,N/A,0
2,62,0,2,0,7,skip,N/A,0
2,63,0,2,0,4,Rolled Dice,N/A,0
2,63,0,2,0,4,skip,N/A,0
2,64,0,2,0,2,Rolled Dice,N/A,1
2,64,0,2,0,2,skip,N/A,0
2,65,0,2,0,3,Rolled Dice,N/A,0
2,65,0,2,0,3,skip,N/A,0
2,66,0,2,0,4,Rolled Dice,N/A,0
2,66,0,2,0,4,skip,N/A,0
2,67,0,2,0,6,Rolled Dice,N/A,0
2,67,0,2,0,6,skip,N/A,0
2,68,0,2,0,5,Rolled Dice,N/A,0
2,68,0,2,0,5,skip,N/A,0
2,69,0,2,0,8,Rolled Dice,N/A,NaN
2,69,0,2,0,8,skip,N/A,0
2,70,0,2,0,7,Rolled Dice,N/A,0
2,70,0,2,0,7,skip,N/A,0
2,71,0,2,0,4,Rolled Dice,N/A,0
2,71,0,2,0,4,skip,N/A,0
2,72,0,2,0,3,Rolled Dice,N/A,0
2,72,0,2,0,3,skip,N/A,0
2,73,0,2,0,2,Rolled Dice,N/A,1
2,73,0,2,0,2,skip,N/A,0
2,74,0,2,0,7,Rolled Dice,N/A,0
2,74,0,2,0,7,skip,N/A,0
2,75,0,2,0,11,Rolled Dice,N/A,6
2,75,0,2,0,11,skip,N/A,0
2,76,0,2,0,2,Rolled Dice,N/A,1
2,76,0,2,0,2,skip,N/A,0
1,1,2,1,0,N/A,purchase,images/19.png,0
1,1,2,1,0,N/A,Player 1 Turn End,N/A,0
2,1,5,0,0,N/A,Buying Only Turn,N/A,0
2,1,4,1,0,N/A,purchase,images/5.png,0
1,2,1,2,0,N/A,purchase,images/14.png,0
1,2,1,2,0,N/A,Player 1 Turn End,N/A,0
2,2,4,1,0,N/A,Buying Only Turn,N/A,0
2,2,3,2,0,N/A,purchase,images/1.png,0
1,3,0,3,0,N/A,purchase,images/9.png,0
1,3,0,3,0,N/A,Player 1 Turn End,N/A,0
2,3,3,2,0,N/A,Buying Only Turn,N/A,0
2,3,0,3,0,N/A,purchase,images/20.png,0
1,4,0,3,0,5,Rolled Dice,N/A,0
1,4,0,3,0,N/A,Player 1 Turn End,N/A,0
2,4,1,3,0,1,Rolled Dice,N/A,2
2,4,0,4,0,1,purchase,images/3.png,0
1,4,0,3,0,7,Rolled Dice,N/A,0
1,4,0,3,0,N/A,Player 1 Turn End,N/A,0
2,5,0,4,0,5,Rolled Dice,N/A,0
2,5,0,4,0,5,skip,N/A,0
2,6,0,4,0,3,Rolled Dice,N/A,0
2,6,0,4,0,3,skip,N/A,0
2,7,0,4,0,6,Rolled Dice,N/A,0
2,7,0,4,0,6,skip,N/A,0
2,8,0,4,0,6,Rolled Dice,N/A,0
2,8,0,4,0,6,skip,N/A,0
2,9,0,4,0,10,Rolled Dice,N/A,3
2,9,0,4,0,10,skip,N/A,0
2,10,0,4,0,6,Rolled Dice,N/A,0
2,10,0,4,0,6,skip,N/A,0
2,11,0,4,0,10,Rolled Dice,N/A,3
2,11,0,4,0,10,skip,N/A,0
2,12,0,4,0,3,Rolled Dice,N/A,0
2,12,0,4,0,3,skip,N/A,0
2,13,0,4,0,11,Rolled Dice,N/A,0
2,13,0,4,0,11,skip,N/A,0
2,14,0,4,0,3,Rolled Dice,N/A,0
2,14,0,4,0,3,skip,N/A,0
2,15,1,4,0,1,Rolled Dice,N/A,2
2,15,0,5,0,1,purchase,images/5.png,0
1,4,6,3,0,5,Rolled Dice,N/A,0
1,4,4,4,0,N/A,purchase,images/13.png,0
1,4,4,4,0,N/A,Player 1 Turn End,N/A,0
2,16,6,5,0,4,Rolled Dice,N/A,12
2,16,4,6,0,4,purchase,images/16.png,0
1,4,4,4,0,N/A,Player 1 Turn End,N/A,0
2,17,4,6,0,7,Rolled Dice,N/A,0
2,17,1,7,0,7,purchase,images/6.png,0
1,4,4,4,0,3,Rolled Dice,N/A,0
1,4,1,5,0,N/A,purchase,images/1.png,0
1,4,1,5,0,N/A,Player 1 Turn End,N/A,0
2,18,5,7,0,5,Rolled Dice,N/A,4
2,18,3,8,0,5,purchase,images/8.png,0
1,4,1,5,0,N/A,Player 1 Turn End,N/A,0
2,19,4,8,0,1,Rolled Dice,N/A,3
2,19,1,9,0,1,purchase,images/6.png,0
1,4,2,5,0,6,Rolled Dice,N/A,NaN
1,4,0,6,0,N/A,purchase,images/11.png,0
1,4,0,6,0,N/A,Player 1 Turn End,N/A,0
2,20,1,9,0,7,Rolled Dice,N/A,3
2,20,0,10,0,7,purchase,images/5.png,0
1,4,3,6,0,N/A,Player 1 Turn End,N/A,0
2,21,4,10,0,11,Rolled Dice,N/A,NaN
2,21,2,11,0,11,purchase,images/13.png,0
1,4,3,6,0,8,Rolled Dice,N/A,0
1,4,2,7,0,N/A,purchase,images/7.png,0
1,4,2,7,0,N/A,Player 1 Turn End,N/A,0
2,22,2,11,0,6,Rolled Dice,N/A,0
2,22,1,12,0,6,purchase,images/3.png,0
1,4,2,7,0,N/A,Player 1 Turn End,N/A,0
2,23,1,12,0,7,Rolled Dice,N/A,3
2,23,0,13,0,7,purchase,images/2.png,0
1,4,5,7,0,6,Rolled Dice,N/A,NaN
1,4,2,8,0,N/A,purchase,images/10.png,0
1,4,2,8,0,N/A,Player 1 Turn End,N/A,0
2,24,3,13,0,9,Rolled Dice,N/A,NaN
2,24,2,14,0,9,purchase,images/2.png,0
1,4,2,8,0,N/A,Player 1 Turn End,N/A,0
2,25,2,14,0,6,Rolled Dice,N/A,0
2,25,1,15,0,6,purchase,images/1.png,0
1,4,2,8,0,5,Rolled Dice,N/A,4
1,4,1,9,0,N/A,purchase,images/12.png,0
1,4,1,9,0,N/A,Player 1 Turn End,N/A,0
2,26,5,15,0,6,Rolled Dice,N/A,0
2,26,2,16,0,6,purchase,images/19.png,0
1,4,1,9,0,N/A,Player 1 Turn End,N/A,0
2,27,6,16,0,5,Rolled Dice,N/A,8
2,27,5,17,0,5,purchase,images/2.png,0
1,4,1,9,0,11,Rolled Dice,N/A,0
1,4,0,10,0,N/A,purchase,images/14.png,0
1,4,0,10,0,N/A,Player 1 Turn End,N/A,0
2,28,5,17,0,3,Rolled Dice,N/A,0
2,28,4,18,0,3,purchase,images/7.png,0
1,4,0,10,0,N/A,Player 1 Turn End,N/A,0
2,29,8,18,0,5,Rolled Dice,N/A,8
2,29,7,19,0,5,purchase,images/9.png,0
1,4,0,10,0,6,Rolled Dice,N/A,NaN
1,4,0,10,0,N/A,Player 1 Turn End,N/A,0
2,30,7,19,0,6,Rolled Dice,N/A,NaN
2,30,3,20,0,6,purchase,images/18.png,0
1,4,0,10,0,4,Rolled Dice,N/A,0
1,4,0,10,0,N/A,Player 1 Turn End,N/A,0
2,31,7,20,0,5,Rolled Dice,N/A,8
2,31,3,21,0,5,purchase,images/15.png,0
1,4,0,10,0,4,Rolled Dice,N/A,0
1,4,0,10,0,N/A,Player 1 Turn End,N/A,0
2,32,5,21,0,1,Rolled Dice,N/A,5
2,32,4,22,0,1,purchase,images/2.png,0
1,4,1,10,0,5,Rolled Dice,N/A,4
1,4,0,11,0,N/A,purchase,images/7.png,0
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,33,8,22,0,6,Rolled Dice,N/A,NaN
2,33,5,23,0,6,purchase,images/19.png,0
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,34,5,23,0,6,Rolled Dice,N/A,NaN
2,34,2,24,0,6,purchase,images/10.png,0
1,4,0,11,0,4,Rolled Dice,N/A,0
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,35,11,24,0,4,Rolled Dice,N/A,18
2,35,10,25,0,4,purchase,images/12.png,0
1,4,0,11,0,4,Rolled Dice,N/A,0
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,36,10,25,0,6,Rolled Dice,N/A,NaN
2,36,9,26,0,6,purchase,images/14.png,0
1,4,0,11,0,4,Rolled Dice,N/A,0
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,37,13,26,0,5,Rolled Dice,N/A,8
2,37,1,26,1,N/A,purchase,images/21.png,0
2,37,1,26,1,5,skip,Bought Landmark: Radio Tower,0
2,38,3,26,1,3,Rolled Dice,N/A,4
2,38,1,27,1,3,purchase,images/4.png,0
1,4,4,11,0,3,Rolled Dice,N/A,8
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,39,8,27,1,6,Rolled Dice,N/A,NaN
2,39,7,28,1,6,purchase,images/3.png,0
1,4,0,11,0,6,Rolled Dice,N/A,NaN
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,40,10,28,1,6,Rolled Dice,N/A,NaN
2,40,6,29,1,6,purchase,images/15.png,0
1,4,0,11,0,6,Rolled Dice,N/A,NaN
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,41,17,29,1,4,Rolled Dice,N/A,22
2,41,1,29,2,N/A,purchase,images/22.png,0
2,41,1,29,2,4,purchase,images/22.png,0
1,4,4,11,0,3,Rolled Dice,N/A,8
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,42,16,29,2,4,Rolled Dice,N/A,22
2,42,4,29,3,N/A,purchase,images/25.png,0
2,42,4,29,3,4,skip,Bought Landmark: Amusement Park,0
2,43,4,29,3,N/A,WIN,Won by 3 Landmarks,0
1,1,4,1,0,N/A,purchase,images/14.png,0
1,1,4,1,0,N/A,Player 1 Turn End,N/A,0
2,1,5,0,0,N/A,Buying Only Turn,N/A,0
2,1,4,1,0,N/A,purchase,images/12.png,0
1,2,3,2,0,N/A,purchase,images/1.png,0
1,2,3,2,0,N/A,Player 1 Turn End,N/A,0
2,2,4,1,0,N/A,Buying Only Turn,N/A,0
2,2,1,2,0,N/A,purchase,images/19.png,0
1,3,1,3,0,N/A,purchase,images/4.png,0
1,3,1,3,0,N/A,Player 1 Turn End,N/A,0
2,3,1,2,0,N/A,Buying Only Turn,N/A,0
2,3,0,3,0,N/A,purchase,images/12.png,0
1,4,1,3,0,6,Rolled Dice,N/A,0
1,4,0,4,0,N/A,purchase,images/1.png,0
1,4,0,4,0,N/A,Player 1 Turn End,N/A,0
2,4,0,3,0,4,Rolled Dice,N/A,2
2,4,0,3,0,4,skip,N/A,0
1,4,2,4,0,8,Rolled Dice,N/A,0
1,4,0,4,0,N/A,Player 1 Turn End,N/A,0
2,5,2,3,0,6,Rolled Dice,N/A,0
2,5,1,4,0,6,purchase,images/2.png,0
1,4,0,4,0,3,Rolled Dice,N/A,0
1,4,0,4,0,N/A,Player 1 Turn End,N/A,0
2,6,1,4,0,1,Rolled Dice,N/A,2
2,6,0,5,0,1,purchase,images/2.png,0
1,4,2,4,0,3,Rolled Dice,N/A,0
1,4,0,5,0,N/A,purchase,images/4.png,0
1,4,0,5,0,N/A,Player 1 Turn End,N/A,0
2,7,4,5,0,2,Rolled Dice,N/A,10
2,7,1,6,0,2,purchase,images/20.png,0
1,4,2,5,0,N/A,Player 1 Turn End,N/A,0
2,8,1,6,0,6,Rolled Dice,N/A,0
2,8,0,7,0,6,purchase,images/14.png,0
1,4,2,5,0,9,Rolled Dice,N/A,0
1,4,0,6,0,N/A,purchase,images/8.png,0
1,4,0,6,0,N/A,Player 1 Turn End,N/A,0
2,9,0,7,0,7,Rolled Dice,N/A,0
2,9,0,7,0,7,skip,N/A,0
1,4,2,6,0,1,Rolled Dice,N/A,4
1,4,0,7,0,N/A,purchase,images/11.png,0
1,4,0,7,0,N/A,Player 1 Turn End,N/A,0
2,10,0,7,0,4,Rolled Dice,N/A,4
2,10,0,7,0,4,skip,N/A,0
1,4,4,7,0,6,Rolled Dice,N/A,0
1,4,2,8,0,N/A,purchase,images/16.png,0
1,4,2,8,0,N/A,Player 1 Turn End,N/A,0
2,11,0,7,0,6,Rolled Dice,N/A,0
2,11,0,7,0,6,skip,N/A,0
1,4,4,8,0,2,Rolled Dice,N/A,8
1,4,2,9,0,N/A,purchase,images/8.png,0
1,4,2,9,0,N/A,Player 1 Turn End,N/A,0
2,12,4,7,0,3,Rolled Dice,N/A,0
2,12,0,8,0,3,purchase,images/18.png,0
1,4,2,9,0,N/A,Player 1 Turn End,N/A,0
2,13,0,8,0,6,Rolled Dice,N/A,0
2,13,0,8,0,6,skip,N/A,0
2,14,0,8,0,4,Rolled Dice,N/A,4
2,14,0,8,0,4,skip,N/A,0
2,15,3,8,0,7,Rolled Dice,N/A,6
2,15,0,9,0,7,purchase,images/10.png,0
1,4,9,9,0,7,Rolled Dice,N/A,6
1,4,5,10,0,N/A,purchase,images/18.png,0
1,4,5,10,0,N/A,Player 1 Turn End,N/A,0
2,16,0,9,0,3,Rolled Dice,N/A,0
2,16,0,9,0,3,skip,N/A,0
1,4,5,10,0,5,Rolled Dice,N/A,0
1,4,4,11,0,N/A,purchase,images/14.png,0
1,4,4,11,0,N/A,Player 1 Turn End,N/A,0
2,17,0,9,0,8,Rolled Dice,N/A,NaN
2,17,0,9,0,8,skip,N/A,0
1,4,4,11,0,8,Rolled Dice,N/A,NaN
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,18,4,9,0,6,Rolled Dice,N/A,0
2,18,2,10,0,6,purchase,images/11.png,0
1,4,0,11,0,5,Rolled Dice,N/A,0
1,4,0,11,0,N/A,Player 1 Turn End,N/A,0
2,19,2,10,0,5,Rolled Dice,N/A,0
2,19,1,11,0,5,purchase,images/5.png,0
1,4,2,11,0,1,Rolled Dice,N/A,4
1,4,1,12,0,N/A,purchase,images/5.png,0
1,4,1,12,0,N/A,Player 1 Turn End,N/A,0
2,20,4,11,0,4,Rolled Dice,N/A,10
2,20,1,12,0,4,purchase,images/6.png,0
1,4,5,12,0,N/A,Player 1 Turn End,N/A,0
2,21,1,12,0,1,Rolled Dice,N/A,2
2,21,0,13,0,1,purchase,images/9.png,0
1,4,7,12,0,6,Rolled Dice,N/A,0
1,4,6,13,0,N/A,purchase,images/12.png,0
1,4,6,13,0,N/A,Player 1 Turn End,N/A,0
2,22,3,13,0,10,Rolled Dice,N/A,12
2,22,2,14,0,10,purchase,images/7.png,0
1,4,12,13,0,N/A,Player 1 Turn End,N/A,0
2,23,6,14,0,8,Rolled Dice,N/A,NaN
2,23,4,15,0,8,purchase,images/13.png,0
1,4,14,13,0,1,Rolled Dice,N/A,4
1,4,4,13,1,N/A,purchase,images/23.png,0
1,4,4,13,1,N/A,Player 1 Turn End,N/A,0
2,24,10,15,0,7,Rolled Dice,N/A,12
2,24,8,16,0,7,purchase,images/8.png,0
1,4,4,13,1,N/A,Player 1 Turn End,N/A,0
2,25,8,16,0,1,Rolled Dice,N/A,2
2,25,7,17,0,1,purchase,images/5.png,0
1,4,6,13,1,6,Rolled Dice,N/A,0
1,4,4,14,1,N/A,purchase,images/13.png,0
1,4,4,14,1,N/A,Player 1 Turn End,N/A,0
2,26,7,17,0,6,Rolled Dice,N/A,NaN
2,26,5,18,0,6,purchase,images/11.png,0
1,4,4,14,1,N/A,Player 1 Turn End,N/A,0
2,27,14,18,0,7,Rolled Dice,N/A,18
2,27,2,18,1,N/A,purchase,images/25.png,0
2,27,2,18,1,7,skip,Bought Landmark: Amusement Park,0
2,28,11,18,1,7,Rolled Dice,N/A,18
2,28,10,19,1,7,purchase,images/1.png,0
1,4,11,14,1,4,Rolled Dice,N/A,14
1,4,9,15,1,N/A,purchase,images/13.png,0
1,4,9,15,1,N/A,Player 1 Turn End,N/A,0
2,29,19,19,1,7,Rolled Dice,N/A,18
2,29,7,19,2,N/A,purchase,images/21.png,0
2,29,7,19,2,7,skip,Bought Landmark: Radio Tower,0
1,4,9,15,1,9,Rolled Dice,N/A,0
1,4,6,16,1,N/A,purchase,images/12.png,0
1,4,6,16,1,N/A,Player 1 Turn End,N/A,0
2,30,16,19,2,2,Rolled Dice,N/A,16
2,30,16,19,2,2,purchase,images/26.png,0
1,4,8,16,1,N/A,Player 1 Turn End,N/A,0
2,31,18,19,2,5,Rolled Dice,N/A,4
2,31,16,20,2,5,purchase,images/8.png,0
1,4,10,16,1,1,Rolled Dice,N/A,5
1,4,2,17,1,N/A,purchase,images/4.png,0
1,4,2,17,1,N/A,Player 1 Turn End,N/A,0
2,32,32,20,2,9,Rolled Dice,N/A,NaN
2,32,10,20,3,N/A,purchase,images/26.png,0
2,32,10,20,3,N/A,WIN,Won by purchasing Museum,0
1,1,5,0,0,N/A,Player 1 Turn End,N/A,0
2,1,5,0,0,N/A,Buying Only Turn,N/A,0
2,1,3,1,0,N/A,purchase,images/8.png,0
2,2,3,1,0,9,purchase,images/26.png,0
1,2,5,0,0,N/A,Player 1 Turn End,N/A,0
2,3,3,1,0,N/A,Buying Only Turn,N/A,0
2,3,2,2,0,N/A,purchase,images/2.png,0
1,3,3,1,0,N/A,purchase,images/16.png,0
1,3,3,1,0,N/A,Player 1 Turn End,N/A,0
2,4,2,2,0,3,Rolled Dice,N/A,0
2,4,0,3,0,3,purchase,images/11.png,0
1,4,3,1,0,5,Rolled Dice,N/A,0
1,4,2,2,0,N/A,purchase,images/3.png,0
1,4,2,2,0,N/A,Player 1 Turn End,N/A,0
2,5,0,3,0,4,Rolled Dice,N/A,0
2,5,0,3,0,4,skip,N/A,0
1,4,2,2,0,6,Rolled Dice,N/A,0
1,4,1,3,0,N/A,purchase,images/1.png,0
1,4,1,3,0,N/A,Player 1 Turn End,N/A,0
2,6,2,3,0,2,Rolled Dice,N/A,5
2,6,0,4,0,2,purchase,images/13.png,0
1,4,2,3,0,N/A,Player 1 Turn End,N/A,0
2,7,0,4,0,5,Rolled Dice,N/A,0
2,7,0,4,0,5,skip,N/A,0
2,8,0,4,0,6,Rolled Dice,N/A,0
2,8,0,4,0,6,skip,N/A,0
2,9,0,4,0,6,Rolled Dice,N/A,0
2,9,0,4,0,6,skip,N/A,0
2,10,0,4,0,3,Rolled Dice,N/A,0
2,10,0,4,0,3,skip,N/A,0
2,11,0,4,0,6,Rolled Dice,N/A,0
2,11,0,4,0,6,skip,N/A,0
2,12,2,4,0,2,Rolled Dice,N/A,5
2,12,0,5,0,2,purchase,images/11.png,0
1,4,4,3,0,1,Rolled Dice,N/A,2
1,4,0,4,0,N/A,purchase,images/2.png,0
1,4,0,4,0,N/A,Player 1 Turn End,N/A,0
2,13,9,5,0,7,Rolled Dice,N/A,12
2,13,7,6,0,7,purchase,images/4.png,0
1,4,0,4,0,N/A,Player 1 Turn End,N/A,0
2,14,7,6,0,3,Rolled Dice,N/A,0
2,14,6,7,0,3,purchase,images/9.png,0
1,4,2,4,0,11,Rolled Dice,N/A,NaN
1,4,1,5,0,N/A,purchase,images/14.png,0
1,4,1,5,0,N/A,Player 1 Turn End,N/A,0
2,15,6,7,0,10,Rolled Dice,N/A,3
2,15,2,8,0,10,purchase,images/18.png,0
1,4,4,5,0,N/A,Player 1 Turn End,N/A,0
2,16,5,8,0,6,Rolled Dice,N/A,NaN
2,16,2,9,0,6,purchase,images/17.png,0
1,4,7,5,0,2,Rolled Dice,N/A,8
1,4,6,6,0,N/A,purchase,images/5.png,0
1,4,6,6,0,N/A,Player 1 Turn End,N/A,0
2,17,6,9,0,4,Rolled Dice,N/A,4
2,17,5,10,0,4,purchase,images/7.png,0
1,4,6,6,0,N/A,Player 1 Turn End,N/A,0
2,18,8,10,0,6,Rolled Dice,N/A,NaN
2,18,4,11,0,6,purchase,images/15.png,0
1,4,9,6,0,2,Rolled Dice,N/A,8
1,4,8,7,0,N/A,purchase,images/1.png,0
1,4,8,7,0,N/A,Player 1 Turn End,N/A,0
2,19,8,11,0,4,Rolled Dice,N/A,4
2,19,6,12,0,4,purchase,images/13.png,0
1,4,8,7,0,N/A,Player 1 Turn End,N/A,0
2,20,6,12,0,1,Rolled Dice,N/A,2
2,20,4,13,0,1,purchase,images/11.png,0
1,4,10,7,0,6,Rolled Dice,N/A,0
1,4,9,8,0,N/A,purchase,images/1.png,0
1,4,9,8,0,N/A,Player 1 Turn End,N/A,0
2,21,7,13,0,6,Rolled Dice,N/A,NaN
2,21,4,14,0,6,purchase,images/20.png,0
1,4,9,8,0,N/A,Player 1 Turn End,N/A,0
2,22,8,14,0,8,Rolled Dice,N/A,NaN
2,22,7,15,0,8,purchase,images/3.png,0
1,4,9,8,0,8,Rolled Dice,N/A,0
1,4,7,9,0,N/A,purchase,images/13.png,0
1,4,7,9,0,N/A,Player 1 Turn End,N/A,0
2,23,9,15,0,4,Rolled Dice,N/A,4
2,23,8,16,0,4,purchase,images/14.png,0
1,4,7,9,0,N/A,Player 1 Turn End,N/A,0
2,24,10,16,0,4,Rolled Dice,N/A,4
2,24,6,17,0,4,purchase,images/18.png,0
1,4,7,9,0,9,Rolled Dice,N/A,0
1,4,2,10,0,N/A,purchase,images/14.png,0
1,4,2,10,0,N/A,Player 1 Turn End,N/A,0
2,25,10,17,0,1,Rolled Dice,N/A,3
2,25,0,17,1,N/A,purchase,images/23.png,0
2,25,0,17,1,1,purchase,images/23.png,0
1,4,5,10,0,N/A,Player 1 Turn End,N/A,0
2,26,0,17,1,5,Rolled Dice,N/A,0
2,26,0,17,1,5,skip,N/A,0
2,27,2,17,1,4,Rolled Dice,N/A,4
2,27,1,18,1,4,purchase,images/3.png,0
1,4,10,10,0,2,Rolled Dice,N/A,12
1,4,6,11,0,N/A,purchase,images/15.png,0
1,4,6,11,0,N/A,Player 1 Turn End,N/A,0
2,28,11,18,1,8,Rolled Dice,N/A,NaN
2,28,8,19,1,8,purchase,images/10.png,0
1,4,6,11,0,N/A,Player 1 Turn End,N/A,0
2,29,17,19,1,7,Rolled Dice,N/A,18
2,29,5,19,2,N/A,purchase,images/21.png,0
2,29,5,19,2,7,skip,Bought Landmark: Radio Tower,0
2,30,11,19,2,9,Rolled Dice,N/A,NaN
2,30,9,20,2,9,purchase,images/4.png,0
1,4,6,11,0,6,Rolled Dice,N/A,0
1,4,5,12,0,N/A,purchase,images/2.png,0
1,4,5,12,0,N/A,Player 1 Turn End,N/A,0
2,31,15,20,2,6,Rolled Dice,N/A,NaN
2,31,3,20,3,N/A,purchase,images/25.png,0
2,31,3,20,3,6,skip,Bought Landmark: Amusement Park,0
1,4,8,12,0,1,Rolled Dice,N/A,6
1,4,3,13,0,N/A,purchase,images/13.png,0
1,4,3,13,0,N/A,Player 1 Turn End,N/A,0
2,32,12,20,3,9,Rolled Dice,N/A,NaN
2,32,11,21,3,9,purchase,images/12.png,0
1,4,3,13,0,N/A,Player 1 Turn End,N/A,0
2,33,20,21,3,7,Rolled Dice,N/A,18
2,33,18,22,3,7,purchase,images/4.png,0
1,4,6,13,0,4,Rolled Dice,N/A,12
1,4,5,14,0,N/A,purchase,images/5.png,0
1,4,5,14,0,N/A,Player 1 Turn End,N/A,0
2,34,33,22,3,7,Rolled Dice,N/A,18
2,34,29,23,3,7,purchase,images/15.png,0
1,4,5,14,0,N/A,Player 1 Turn End,N/A,0
2,35,29,23,3,5,Rolled Dice,N/A,0
2,35,28,24,3,5,purchase,images/12.png,0
1,4,5,14,0,6,Rolled Dice,N/A,0
1,4,4,15,0,N/A,purchase,images/5.png,0
1,4,4,15,0,N/A,Player 1 Turn End,N/A,0
2,36,28,24,3,5,Rolled Dice,N/A,0
2,36,26,25,3,5,purchase,images/16.png,0
1,4,4,15,0,N/A,Player 1 Turn End,N/A,0
2,37,35,25,3,7,Rolled Dice,N/A,18
2,37,32,26,3,7,purchase,images/20.png,0
1,4,4,15,0,7,Rolled Dice,N/A,9
1,4,3,16,0,N/A,purchase,images/3.png,0
1,4,3,16,0,N/A,Player 1 Turn End,N/A,0
2,38,50,26,3,7,Rolled Dice,N/A,18
2,38,47,27,3,7,purchase,images/19.png,0
1,4,3,16,0,N/A,Player 1 Turn End,N/A,0
2,39,47,27,3,1,Rolled Dice,N/A,3
2,39,45,28,3,1,purchase,images/11.png,0
1,4,9,16,0,1,Rolled Dice,N/A,6
1,4,2,17,0,N/A,purchase,images/15.png,0
1,4,2,17,0,N/A,Player 1 Turn End,N/A,0
2,40,48,28,3,1,Rolled Dice,N/A,3
2,40,47,29,3,1,purchase,images/9.png,0
1,4,5,17,0,N/A,Player 1 Turn End,N/A,0
2,41,62,29,3,7,Rolled Dice,N/A,27
2,41,37,29,4,N/A,purchase,images/27.png,0
2,41,37,29,4,N/A,WIN,Won by purchasing Launch Pad,0
1,1,5,0,0,N/A,Player 1 Turn End,N/A,0
2,1,5,0,0,N/A,Buying Only Turn,N/A,0
2,1,4,1,0,N/A,purchase,images/2.png,0
2,2,4,1,0,7,purchase,images/27.png,0
1,2,4,1,0,N/A,purchase,images/5.png,0
1,2,4,1,0,N/A,Player 1 Turn End,N/A,0
2,3,4,1,0,N/A,Buying Only Turn,N/A,0
2,3,2,2,0,N/A,purchase,images/4.png,0
1,3,3,2,0,N/A,purchase,images/12.png,0
1,3,3,2,0,N/A,Player 1 Turn End,N/A,0
2,4,4,2,0,4,Rolled Dice,N/A,4
2,4,1,3,0,4,purchase,images/6.png,0
1,4,3,2,0,3,Rolled Dice,N/A,0
1,4,1,3,0,N/A,purchase,images/11.png,0
1,4,1,3,0,N/A,Player 1 Turn End,N/A,0
2,5,1,3,0,6,Rolled Dice,N/A,0
2,5,0,4,0,6,purchase,images/2.png,0
1,4,1,3,0,N/A,Player 1 Turn End,N/A,0
2,6,0,4,0,1,Rolled Dice,N/A,0
2,6,0,4,0,1,skip,N/A,0
2,7,0,4,0,7,Rolled Dice,N/A,3
2,7,0,4,0,7,skip,N/A,0
2,8,2,4,0,4,Rolled Dice,N/A,4
2,8,0,5,0,4,purchase,images/13.png,0
1,4,4,3,0,10,Rolled Dice,N/A,0
1,4,1,4,0,N/A,purchase,images/3.png,0
1,4,1,4,0,N/A,Player 1 Turn End,N/A,0
2,9,2,5,0,11,Rolled Dice,N/A,0
2,9,1,6,0,11,purchase,images/9.png,0
1,4,1,4,0,N/A,Player 1 Turn End,N/A,0
2,10,4,6,0,6,Rolled Dice,N/A,NaN
